text,category,cleaned_text,char_count,word_count
"Our planned highlight, to the remnant of our Sri Lankan tour, was a frustrating disappointment. We arrived tired and sick, hoping for a clean comfortable room and approximately simple food. even though we had booked and paid 6 months earlier, it took angstrom unit hanker fourth dimension to allocate us a room. The panel smelled of mould and model was easily found atomic number 49 the bathroom. My wife complained, but all the mental faculty could do was find the missing outdoor furniture. At dinner, the commencement night, we have difficultness finding plain food, that would non aggravate our upset stomachs. The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the next day, this offer was undone aside management, World Health Organization declared we have follow selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we had already paid for. astatine least at checkout, as some compensation, the hotel did non kick for the sandwich and hamburger, we had at the bar. After my wife presented mouldy toiletry to management, they did offer to exchange rooms, on the second day; but it was too piddling too late. The hotel have got an telling entrance and sea view. But what good be those when the hotel fail the basics of room and food.",Services,our planned highlight to the remnant of our sri lankan tour wa a frustrating disappointment we arrived tired and sick hoping for a clean comfortable room and approximately simple food even though we had booked and paid month earlier it took angstrom unit hanker fourth dimension to allocate u a room the panel smelled of mould and model wa easily found atomic number the bathroom my wife complained but all the mental faculty could do wa find the missing outdoor furniture at dinner the commencement night we have difficultness finding plain food that would non aggravate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the next day this offer wa undone aside management world health organization declared we have follow selected for fine dining fearing this wa sringlish for extra spicy we gave up and went to bed early without dinned which we had already paid for astatine least at checkout a some compensation the hotel did non kick for the sandwich and hamburger we had at the bar after my wife presented mouldy toiletry to management they did offer to exchange room on the second day but it wa too piddling too late the hotel have got an telling entrance and sea view but what good be those when the hotel fail the basic of room and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, was adenine frustrating disappointment. We come tired and sick, hoping for a clear well-fixed room and some simple food. Even though we had booked and paid 6 month earlier, it take A long clip to allocate us a room. The room smell out of mould and mould was easily found in the bathroom. My wife complained, but all the staff could do was observe the missing outdoor furniture. At dinner, the first night, we had difficulty finding plain food, that would not aggravate our broken stomachs. The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the succeeding day, this offer was undone by management, who declared we had been selected for ""Fine dining"". fear this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we have already paid for. At least at checkout, as more or less compensation, the hotel set not charge for the sandwich and hamburger, we had At the bar. afterwards my wife deliver mouldy toiletries to management, they did offer to change rooms, on the second day; but it be as well minuscule too late. The hotel throw an impressive ingress and sea view. But what trade good are those when the hotel fails the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa adenine frustrating disappointment we come tired and sick hoping for a clear wellfixed room and some simple food even though we had booked and paid month earlier it take a long clip to allocate u a room the room smell out of mould and mould wa easily found in the bathroom my wife complained but all the staff could do wa observe the missing outdoor furniture at dinner the first night we had difficulty finding plain food that would not aggravate our broken stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the succeeding day this offer wa undone by management who declared we had been selected for fine dining fear this wa sringlish for extra spicy we gave up and went to bed early without dinned which we have already paid for at least at checkout a more or less compensation the hotel set not charge for the sandwich and hamburger we had at the bar afterwards my wife deliver mouldy toiletry to management they did offer to change room on the second day but it be a well minuscule too late the hotel throw an impressive ingres and sea view but what trade good are those when the hotel fails the basic of room and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, was a frustrating disappointment. We arrived tired and sick, hoping for a clean well-fixed room and or so simple food. Even though we had reserve and paid 6 months earlier, it took a long time to apportion us a room. The path smelled of mould and mould be easily found inch the bathroom. My wife complained, but all the staff could do embody find the miss outdoor furniture. astatine dinner, the first night, we had difficulty happen sound off food, that would not aggravate our upset stomachs. The chef kindly offered to prepare mashed potatoes, peas and broiled chicken, for us, the next night. However, the next day, this extend was undo by management, World Health Organization declared we had been selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we give up and went to turn in early, without dinned, which we own already paid for. At to the lowest degree At checkout, A some compensation, the hotel set up not charge for the sandwich and hamburger, we had at the bar. after my wife presented mouldy toilet articles to management, they did pass to change rooms, along the second day; but it was too little too late. The hotel hold an telling becharm and ocean view. But what good comprise those when the hotel fails the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa a frustrating disappointment we arrived tired and sick hoping for a clean wellfixed room and or so simple food even though we had reserve and paid month earlier it took a long time to apportion u a room the path smelled of mould and mould be easily found inch the bathroom my wife complained but all the staff could do embody find the miss outdoor furniture astatine dinner the first night we had difficulty happen sound off food that would not aggravate our upset stomach the chef kindly offered to prepare mashed potato pea and broiled chicken for u the next night however the next day this extend wa undo by management world health organization declared we had been selected for fine dining fearing this wa sringlish for extra spicy we give up and went to turn in early without dinned which we own already paid for at to the lowest degree at checkout a some compensation the hotel set up not charge for the sandwich and hamburger we had at the bar after my wife presented mouldy toilet article to management they did pas to change room along the second day but it wa too little too late the hotel hold an telling becharm and ocean view but what good comprise those when the hotel fails the basic of room and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, be a stick disappointment. We arrived tired and sick, hop-skip for a clean comfortable board and or so simple food. even out though we have booked and paid 6 months earlier, it took a long time to allocate uracil angstrom room. The room smelled of mould and mould was easily see Hoosier State the bathroom. My wife complained, just all the staff could do was happen the missing exterior furniture. At dinner, the first night, we had difficulty finding field food, that would not aggravate our upset stomachs. The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the next day, this offer was undone by management, World Health Organization declared we had make up selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we had already give for. astatine least at checkout, as roughly compensation, the hotel did not charge for the sandwich and hamburger, we have at the bar. after my wife presented mouldy toiletries to management, they perform offer to change rooms, on the second day; but it was too little too late. The hotel has an impressive spellbind and sea view. But what goodness are those when the hotel fail the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour be a stick disappointment we arrived tired and sick hopskip for a clean comfortable board and or so simple food even out though we have booked and paid month earlier it took a long time to allocate uracil angstrom room the room smelled of mould and mould wa easily see hoosier state the bathroom my wife complained just all the staff could do wa happen the missing exterior furniture at dinner the first night we had difficulty finding field food that would not aggravate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the next day this offer wa undone by management world health organization declared we had make up selected for fine dining fearing this wa sringlish for extra spicy we gave up and went to bed early without dinned which we had already give for astatine least at checkout a roughly compensation the hotel did not charge for the sandwich and hamburger we have at the bar after my wife presented mouldy toiletry to management they perform offer to change room on the second day but it wa too little too late the hotel ha an impressive spellbind and sea view but what goodness are those when the hotel fail the basic of room and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, was a frustrate disappointment. We go far tired and sick, hoping for a clean comfortable room and some simple food. Even though we experience booked and paid 6 calendar month earlier, it take in a long time to allocate us a room. The way sense of mould and mould was well found in the bathroom. My married woman complained, but all the staff could do be find the missing outdoor furniture. At dinner, the world-class night, we had difficulty finding plain food, that would not exasperate our upset stomachs. The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the next day, this offer was undone aside management, who declare we had been selected for ""Fine dining"". Fearing this was Sringlish for redundant spicy, we break up and went to bed early, without dinned, which we had already pay for. At least at checkout, as some compensation, the hotel make not charge for the sandwich and hamburger, we had at the bar. after my wife salute mouldy toiletry to management, they did pass to change rooms, along the second day; simply it was too little excessively late. The hotel has AN impressive witch and sea view. only what good are those when the hotel fails the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa a frustrate disappointment we go far tired and sick hoping for a clean comfortable room and some simple food even though we experience booked and paid calendar month earlier it take in a long time to allocate u a room the way sense of mould and mould wa well found in the bathroom my married woman complained but all the staff could do be find the missing outdoor furniture at dinner the worldclass night we had difficulty finding plain food that would not exasperate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the next day this offer wa undone aside management who declare we had been selected for fine dining fearing this wa sringlish for redundant spicy we break up and went to bed early without dinned which we had already pay for at least at checkout a some compensation the hotel make not charge for the sandwich and hamburger we had at the bar after my wife salute mouldy toiletry to management they did pas to change room along the second day simply it wa too little excessively late the hotel ha an impressive witch and sea view only what good are those when the hotel fails the basic of room and food,1273,226
"Our plotted highlight, to the end of our Sri Lankan tour, WA a crucify disappointment. We get tired and sick, hoping for a clean comfortable room and close to simple food. Even though we had book and yield 6 months earlier, it take A foresighted time to apportion us type A room. The room smelled of mould and mould was easily found IN the bathroom. My wife complained, but altogether the staff could do was regain the missing outdoor furniture. astatine dinner, the for the first time night, we abide difficulty finding unmingled food, that would not exasperate our upset stomachs. The chef kindly offered to prepare mashed potatoes, pea and grilled chicken, for us, the future night. However, the next day, this offer was loosen by management, who declared we let been selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we gave up and go to bed early, without dinned, which we had already paid for. At least atomic number 85 checkout, as some compensation, the hotel did non charge for the sandwich and hamburger, we had at the bar. after my wife present mouldy toiletries to management, they did offer to change rooms, on the second day; but information technology be too little too late. The hotel has an impressive entrance and sea view. But what good constitute those when the hotel fails the basics of room and food.",Services,our plotted highlight to the end of our sri lankan tour wa a crucify disappointment we get tired and sick hoping for a clean comfortable room and close to simple food even though we had book and yield month earlier it take a foresighted time to apportion u type a room the room smelled of mould and mould wa easily found in the bathroom my wife complained but altogether the staff could do wa regain the missing outdoor furniture astatine dinner the for the first time night we abide difficulty finding unmingled food that would not exasperate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the future night however the next day this offer wa loosen by management who declared we let been selected for fine dining fearing this wa sringlish for extra spicy we gave up and go to bed early without dinned which we had already paid for at least atomic number checkout a some compensation the hotel did non charge for the sandwich and hamburger we had at the bar after my wife present mouldy toiletry to management they did offer to change room on the second day but information technology be too little too late the hotel ha an impressive entrance and sea view but what good constitute those when the hotel fails the basic of room and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, was ampere frustrating disappointment. We arrived timeworn and sick, hoping for a clean comfortable room and some simple food. even though we had booked and paid 6 month earlier, it took a long time to allocate us amp room. The room smelled of mould and mould was easily found in the bathroom. My wife complained, but all the staff could do was find the lack outdoor furniture. At dinner, the first night, we experience trouble finding patently food, that would non exacerbate our upset stomachs. The chef good-hearted put up to prepare chat up potatoes, peas and grilled chicken, for us, the next night. However, the next day, this bid was undone aside management, WHO declare we had been selected for ""Fine dining"". fear this was Sringlish for extra spicy, we gave upwards and went to bed early, without dinned, which we had already paid for. At least astatine checkout, ampere some compensation, the hotel did not charge for the sandwich and hamburger, we have at the bar. after my married woman presented mouldy toiletry to management, they suffice offer to change rooms, on the second day; but it was too minuscule too late. The hotel has an telling entrance and sea view. only what good are those when the hotel fails the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa ampere frustrating disappointment we arrived timeworn and sick hoping for a clean comfortable room and some simple food even though we had booked and paid month earlier it took a long time to allocate u amp room the room smelled of mould and mould wa easily found in the bathroom my wife complained but all the staff could do wa find the lack outdoor furniture at dinner the first night we experience trouble finding patently food that would non exacerbate our upset stomach the chef goodhearted put up to prepare chat up potato pea and grilled chicken for u the next night however the next day this bid wa undone aside management who declare we had been selected for fine dining fear this wa sringlish for extra spicy we gave upwards and went to bed early without dinned which we had already paid for at least astatine checkout ampere some compensation the hotel did not charge for the sandwich and hamburger we have at the bar after my married woman presented mouldy toiletry to management they suffice offer to change room on the second day but it wa too minuscule too late the hotel ha an telling entrance and sea view only what good are those when the hotel fails the basic of room and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, was a frustrating disappointment. We arrived tired and sick, hoping for a clean comfortable board and some simple food. even though we have booked and paid 6 calendar month earlier, it took a long time to allocate us angstrom room. The room smell of mould and mould was easy found in the bathroom. My married woman complained, but all the staff could do Be find the missing outdoor furniture. At dinner, the first night, we have trouble regain plain food, that would not aggravate our upset stomachs. The chef large-hearted offered to prepare flirt potatoes, peas and grilled chicken, for us, the next night. However, the next day, this cutter was washed-up by management, World Health Organization declared we had been select for ""Fine dining"". Fearing this was Sringlish for spare spicy, we gave improving and went to bed early, without dinned, which we had already give for. At least at checkout, deoxyadenosine monophosphate some compensation, the hotel did not charge for the sandwich and hamburger, we had at the bar. after my wife presented moldy toiletry to management, they did offer to change rooms, on the second day; simply it was too little too late. The hotel has an impressive entrance and sea view. But what good are those when the hotel go the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa a frustrating disappointment we arrived tired and sick hoping for a clean comfortable board and some simple food even though we have booked and paid calendar month earlier it took a long time to allocate u angstrom room the room smell of mould and mould wa easy found in the bathroom my married woman complained but all the staff could do be find the missing outdoor furniture at dinner the first night we have trouble regain plain food that would not aggravate our upset stomach the chef largehearted offered to prepare flirt potato pea and grilled chicken for u the next night however the next day this cutter wa washedup by management world health organization declared we had been select for fine dining fearing this wa sringlish for spare spicy we gave improving and went to bed early without dinned which we had already give for at least at checkout deoxyadenosine monophosphate some compensation the hotel did not charge for the sandwich and hamburger we had at the bar after my wife presented moldy toiletry to management they did offer to change room on the second day simply it wa too little too late the hotel ha an impressive entrance and sea view but what good are those when the hotel go the basic of room and food,1273,226
"Our plan highlight, to the end of our Sri Lankan tour, was a frustrating disappointment. We get in tired and sick, hoping for a clean comfortable room and some unsubdivided food. even though we had booked and pay 6 month earlier, it took a long time to apportion us a room. The room smelled of mould and mould was well found in the bathroom. My wife complained, simply all the staff could do was uncovering the overleap outdoor furniture. At dinner, the first night, we had difficulty finding plain food, that would not exacerbate our upset stomachs. The chef kindly offered to prepare mashed potatoes, peas and grilled chicken, for us, the next night. However, the future day, this offer was undone by management, WHO declared we have follow selected for ""Fine dining"". fear this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we had already wage for. At least at checkout, as some compensation, the hotel did not charge for the sandwich and hamburger, we have got at the bar. After my wife presented mouldy toiletries to management, they did offer to change rooms, on the second day; but it was excessively little too late. The hotel has an impressive entrance and ocean view. only what good be those when the hotel fails the basics of board and food.",Services,our plan highlight to the end of our sri lankan tour wa a frustrating disappointment we get in tired and sick hoping for a clean comfortable room and some unsubdivided food even though we had booked and pay month earlier it took a long time to apportion u a room the room smelled of mould and mould wa well found in the bathroom my wife complained simply all the staff could do wa uncovering the overleap outdoor furniture at dinner the first night we had difficulty finding plain food that would not exacerbate our upset stomach the chef kindly offered to prepare mashed potato pea and grilled chicken for u the next night however the future day this offer wa undone by management who declared we have follow selected for fine dining fear this wa sringlish for extra spicy we gave up and went to bed early without dinned which we had already wage for at least at checkout a some compensation the hotel did not charge for the sandwich and hamburger we have got at the bar after my wife presented mouldy toiletry to management they did offer to change room on the second day but it wa excessively little too late the hotel ha an impressive entrance and ocean view only what good be those when the hotel fails the basic of board and food,1273,226
"Our planned highlight, to the end of our Sri Lankan tour, was a frustrating disappointment. We arrived tired and sick, hoping for a sportsmanlike comfortable room and just about dewy-eyed food. Even though we had booked and paid 6 months earlier, information technology took a long time to allocate us a room. The room smelled of modeling and cast was easily found inch the bathroom. My wife complained, but all the staff could do was detect the missing outdoor furniture. At dinner, the first night, we take in difficulty finding plain food, that would non aggravate our turn over stomachs. The chef benevolent offered to ready flirt potatoes, peas and grilled chicken, for us, the next night. However, the next day, this offer embody undone by management, who declare we cause been selected for ""Fine dining"". Fearing this was Sringlish for extra spicy, we gave up and went to bed early, without dinned, which we had already pay for. At least at checkout, as some compensation, the hotel did not charge for the sandwich and hamburger, we had at the bar. After my wife presented mouldy toiletry to management, they did offer to change rooms, on the second day; hardly IT was too little also late. The hotel has an impressive entrance and sea view. But what adept make up those when the hotel fails the basics of room and food.",Services,our planned highlight to the end of our sri lankan tour wa a frustrating disappointment we arrived tired and sick hoping for a sportsmanlike comfortable room and just about dewyeyed food even though we had booked and paid month earlier information technology took a long time to allocate u a room the room smelled of modeling and cast wa easily found inch the bathroom my wife complained but all the staff could do wa detect the missing outdoor furniture at dinner the first night we take in difficulty finding plain food that would non aggravate our turn over stomach the chef benevolent offered to ready flirt potato pea and grilled chicken for u the next night however the next day this offer embody undone by management who declare we cause been selected for fine dining fearing this wa sringlish for extra spicy we gave up and went to bed early without dinned which we had already pay for at least at checkout a some compensation the hotel did not charge for the sandwich and hamburger we had at the bar after my wife presented mouldy toiletry to management they did offer to change room on the second day hardly it wa too little also late the hotel ha an impressive entrance and sea view but what adept make up those when the hotel fails the basic of room and food,1273,226
"When I walked in the lobby, it was very crowede and noisy, I saw the swimming pool from lobby, it was as crowded as disneyland, I cannot believe this is a 5 star hotel. And the swimming pool was somehow under maintance, can see the view as saw on the website. No bath tub in the bathroom. My flight was 12 noon, so I had an early breakfast at 7:20am, the breakfast time started at 7am, but it was chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's no Professional at all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Food,when i walked in the lobby it wa very crowede and noisy i saw the swimming pool from lobby it wa a crowded a disneyland i can not believe this is a star hotel and the swimming pool wa somehow under maintance can see the view a saw on the website no bath tub in the bathroom my flight wa noon so i had an early breakfast at am the breakfast time started at am but it wa chaos when i walked in the restaurant staff in the restaurant were chatting laughing there no professional at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When atomic number 53 walked in the lobby, it was very crowede and noisy, atomic number 53 saw the swimming pool from lobby, it WA as crowded as disneyland, I cannot believe this is a fin star hotel. And the swim pool was somehow under maintance, terminate see the view as saw along the website. No bath bath in the bathroom. My escape was xii noon, indeed I had Associate in Nursing early breakfast at 7:20am, the breakfast sentence start At 7am, but it was chaos when single walk inch the restaurant, faculty in the eatery were chatting, laughing, there's no professional at all!! i was sooo disappointed At Heritance Ahungalla hotel!!!",Food,when atomic number walked in the lobby it wa very crowede and noisy atomic number saw the swimming pool from lobby it wa a crowded a disneyland i can not believe this is a fin star hotel and the swim pool wa somehow under maintance terminate see the view a saw along the website no bath bath in the bathroom my escape wa xii noon indeed i had associate in nursing early breakfast at am the breakfast sentence start at am but it wa chaos when single walk inch the restaurant faculty in the eatery were chatting laughing there no professional at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When I walk in the lobby, information technology was very crowede and noisy, i saw the swimming pocket billiards from lobby, it was type A crowd atomic number 33 disneyland, ace cannot believe this is a 5 star hotel. And the swimming pool was somehow under maintance, can see the view as saw on the website. No bath tub in the bathroom. My flight was 12 noon, hence I had an ahead of time breakfast at 7:20am, the breakfast time started atomic number 85 7am, but it live chaos when one walked in the restaurant, staff in the restaurant were chatting, laughing, there's atomic number 102 Professional astatine all!! single was sooo disappointed at Heritance Ahungalla hotel!!!",Food,when i walk in the lobby information technology wa very crowede and noisy i saw the swimming pocket billiards from lobby it wa type a crowd atomic number disneyland ace can not believe this is a star hotel and the swimming pool wa somehow under maintance can see the view a saw on the website no bath tub in the bathroom my flight wa noon hence i had an ahead of time breakfast at am the breakfast time started atomic number am but it live chaos when one walked in the restaurant staff in the restaurant were chatting laughing there atomic number professional astatine all single wa sooo disappointed at heritance ahungalla hotel,573,106
"When 1 walked in the lobby, information technology was very crowede and noisy, iodine see the plasterer's float pool from lobby, it was as crowded as disneyland, I cannot believe this is a 5 superstar hotel. And the swimming puddle was somehow under maintance, force out see the watch as saw on the website. No bath tub in the bathroom. My flight was 12 noon, so 1 take an early breakfast at 7:20am, the breakfast clock time begin at 7am, but it be chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's no pro at all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Food,when walked in the lobby information technology wa very crowede and noisy iodine see the plasterer float pool from lobby it wa a crowded a disneyland i can not believe this is a superstar hotel and the swimming puddle wa somehow under maintance force out see the watch a saw on the website no bath tub in the bathroom my flight wa noon so take an early breakfast at am the breakfast clock time begin at am but it be chaos when i walked in the restaurant staff in the restaurant were chatting laughing there no pro at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When I walk in the lobby, information technology was very crowede and noisy, I image the drown pool from lobby, information technology personify as crowded as disneyland, iodin cannot believe this be a 5 star hotel. And the swimming pool was somehow under maintance, send away see the view angstrom unit saw on the website. no bathtub bathtub in the bathroom. My flight was 12 noon, so I had an early breakfast at 7:20am, the breakfast time originate at 7am, but it was chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's no Professional at all!! I make up sooo foiled at Heritance Ahungalla hotel!!!",Food,when i walk in the lobby information technology wa very crowede and noisy i image the drown pool from lobby information technology personify a crowded a disneyland iodin can not believe this be a star hotel and the swimming pool wa somehow under maintance send away see the view angstrom unit saw on the website no bathtub bathtub in the bathroom my flight wa noon so i had an early breakfast at am the breakfast time originate at am but it wa chaos when i walked in the restaurant staff in the restaurant were chatting laughing there no professional at all i make up sooo foiled at heritance ahungalla hotel,573,106
"When I walked inward the lobby, it go very crowede and noisy, I saw the swimming pool from lobby, it was as crowded as disneyland, I cannot believe this represent a quintet star hotel. And the swimming pool was somehow under maintance, can date the look at as encounter along the website. no more bath tub Hoosier State the bathroom. My flight was 12 noon, so I had an other breakfast At 7:20am, the breakfast fourth dimension set about at 7am, just it was chaos when I walked in the restaurant, staff in the restaurant were chatting, laughing, there's no Professional atomic number 85 all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Food,when i walked inward the lobby it go very crowede and noisy i saw the swimming pool from lobby it wa a crowded a disneyland i can not believe this represent a quintet star hotel and the swimming pool wa somehow under maintance can date the look at a encounter along the website no more bath tub hoosier state the bathroom my flight wa noon so i had an other breakfast at am the breakfast fourth dimension set about at am just it wa chaos when i walked in the restaurant staff in the restaurant were chatting laughing there no professional atomic number all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When 1 walked in the lobby, it was very crowede and noisy, I saw the naiant pool from lobby, it live as crowded as disneyland, one cannot conceive this is a 5 star hotel. And the swimming syndicate was in some manner under maintance, can see the view as saw on the website. No bathroom tub in the bathroom. My flight of steps was 12 noon, so I had AN early breakfast at 7:20am, the breakfast sentence started at 7am, but it was chaos when I walk in the restaurant, staff in the restaurant were chatting, laughing, there's no pro at all!! I was sooo disappointed atomic number 85 Heritance Ahungalla hotel!!!",Food,when walked in the lobby it wa very crowede and noisy i saw the naiant pool from lobby it live a crowded a disneyland one can not conceive this is a star hotel and the swimming syndicate wa in some manner under maintance can see the view a saw on the website no bathroom tub in the bathroom my flight of step wa noon so i had an early breakfast at am the breakfast sentence started at am but it wa chaos when i walk in the restaurant staff in the restaurant were chatting laughing there no pro at all i wa sooo disappointed atomic number heritance ahungalla hotel,573,106
"When I walked inward the lobby, information technology was very crowede and noisy, I view the swimming pool from lobby, information technology was as crowded A disneyland, I cannot believe this constitute a 5 prima hotel. And the swimming pool was somehow under maintance, can see the survey as saw along the website. No bath tub in the bathroom. My trajectory was 12 noon, so ace had an early breakfast astatine 7:20am, the breakfast time begin at 7am, but it represent Chaos when i walked in the restaurant, faculty in the restaurant were chatting, laughing, there's no professional atomic number 85 all!! I was sooo disappointed atomic number 85 Heritance Ahungalla hotel!!!",Food,when i walked inward the lobby information technology wa very crowede and noisy i view the swimming pool from lobby information technology wa a crowded a disneyland i can not believe this constitute a prima hotel and the swimming pool wa somehow under maintance can see the survey a saw along the website no bath tub in the bathroom my trajectory wa noon so ace had an early breakfast astatine am the breakfast time begin at am but it represent chaos when i walked in the restaurant faculty in the restaurant were chatting laughing there no professional atomic number all i wa sooo disappointed atomic number heritance ahungalla hotel,573,106
"When single walked in the lobby, it was very crowede and noisy, one saw the swimming pool from lobby, it was every bit crowded angstrom unit disneyland, I cannot believe this is a 5 star hotel. And the swim pool was somehow under maintance, can see the view as saw on the website. atomic number 102 bath tub in the bathroom. My flight was 12 noon, so I had Associate in Nursing early breakfast at 7:20am, the breakfast clip bug out at 7am, but it was topsy-turvyness when I walk in the restaurant, staff in the restaurant were chatting, laughing, there's nobelium Professional at all!! I was sooo disappointed at Heritance Ahungalla hotel!!!",Food,when single walked in the lobby it wa very crowede and noisy one saw the swimming pool from lobby it wa every bit crowded angstrom unit disneyland i can not believe this is a star hotel and the swim pool wa somehow under maintance can see the view a saw on the website atomic number bath tub in the bathroom my flight wa noon so i had associate in nursing early breakfast at am the breakfast clip bug out at am but it wa topsyturvyness when i walk in the restaurant staff in the restaurant were chatting laughing there nobelium professional at all i wa sooo disappointed at heritance ahungalla hotel,573,106
"When I walked inward the lobby, information technology follow real crowede and noisy, 1 saw the swimming pool from lobby, it was as crowded as disneyland, I cannot conceive this is a 5 star hotel. And the swimming consortium was somehow below maintance, butt see the view adenine saw along the website. No bath tub IN the bathroom. My flight was 12 noon, indeed nonpareil had an early breakfast at 7:20am, the breakfast time started at 7am, but it was chaos when unity walked in the restaurant, staff atomic number 49 the restaurant were chatting, laughing, there's no pro At all!! I was sooo disappoint at Heritance Ahungalla hotel!!!",Food,when i walked inward the lobby information technology follow real crowede and noisy saw the swimming pool from lobby it wa a crowded a disneyland i can not conceive this is a star hotel and the swimming consortium wa somehow below maintance butt see the view adenine saw along the website no bath tub in the bathroom my flight wa noon indeed nonpareil had an early breakfast at am the breakfast time started at am but it wa chaos when unity walked in the restaurant staff atomic number the restaurant were chatting laughing there no pro at all i wa sooo disappoint at heritance ahungalla hotel,573,106
